id,text,n_crop,n_disease,n_medicine
260-2,炭疽病/n_disease 危害/vn 建议使用/n_new 肟菌戊唑醇/n_medicine 或/c 氟硅唑/n_medicine 或/c 苯甲丙环唑/n_medicine 防治/vn ,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
260-3,炭疽病/n_disease ,[],['炭疽病'],[]
261-1,脐腐病/n_disease 或/c 紫斑病/n_disease ，用/p 螯合钙/n_medicine 和/cc 磷酸二氢钾/n_medicine 喷雾/n_new 防治/vn 。/wj ,[],"['脐腐病', '紫斑病']","['螯合钙', '磷酸二氢钾']"
261-2,脐腐病/n_disease 或/c 疫病危害/n_disease 使用/v 鳌合钙/n_medicine +银/ng 法利/nrf 防治/v ,[],"['脐腐病', '疫病危害']",['鳌合钙']
261-3,脐腐病/n_disease ，缺钙/n_disease 导致/v 的/ude1 ，叶面喷施/n_new 氨基酸/n_medicine 钙/n 或/c 螯合钙/n_medicine 。/wj ,[],"['脐腐病', '缺钙']","['氨基酸', '螯合钙']"
262-1,可以/n_new 喷施防治/n_new 疫病危害/n_disease ，效果/n 很/d 好/a 。/wj ,[],['疫病危害'],[]
262-2,苗子/n 小/a ，用/p 霜霉威盐酸盐/n_medicine 喷雾/n_new 防治/vn 。/wj ,[],[],['霜霉威盐酸盐']
262-3,效果/n 不行/a 疫病危害/n_disease 使用/v 银法利/nrf 或/c 克露/n_medicine 或/c 增威/nr 赢/v 绿/a 防治/vn ,[],['疫病危害'],['克露']
263-1,炭疽病/n_disease 危害/vn ，建议选用/n_new 苯醚甲环唑/n_medicine 、/wn 溴菌腈/n_medicine 、/wn 咪鲜胺/n_medicine 、/wn 啶氧菌酯/n_medicine 等/udeng 喷施防治/n_new 。/wj ,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
263-2,炭疽病/n_disease ，可用/v 甲/Mg 硫/n ·/w 异菌脲/n_medicine 、/wn 咪/ng 鲜/a ·/w 丙森锌/n_medicine 、/wn 腈菌唑/n_medicine 、/wn 肟/w 菌/n ·/w 戊唑醇/n_medicine 、/wn 唑/x 醚/n ·/w 代森联/n_medicine 、/wn 苯/n 甲/n ·/w 嘧菌酯/n_medicine 防治/v ,[],['炭疽病'],"['异菌脲', '丙森锌', '腈菌唑', '戊唑醇', '代森联', '嘧菌酯']"
263-3,炭疽病/n_disease 危害/vn 建议使用/n_new 肟菌戊唑醇/n_medicine 或/c 氟硅唑/n_medicine 或/c 苯甲丙环唑/n_medicine 防治/vn ,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
264-2,炭疽病/n_disease ，用/v 咪鲜胺锰盐/n_medicine ，苯甲溴菌腈/n_medicine ，腐霉利/n_medicine ，炭疽/n_disease 福/n 美/ng ，溴菌腈/n_medicine ，啶氧菌酯/n_medicine ，吡唑醚菌酯/n_medicine 喷雾/n_new 防治/vn 。/wj ,[],"['炭疽病', '炭疽']","['咪鲜胺锰盐', '苯甲溴菌腈', '腐霉利', '溴菌腈', '啶氧菌酯', '吡唑醚菌酯']"
264-3,炭疽病/n_disease 危害/vn ，建议选用/n_new 苯醚甲环唑/n_medicine 、/wn 溴菌腈/n_medicine 、/wn 咪鲜胺/n_medicine 、/wn 啶氧菌酯/n_medicine 等/udeng 喷施防治/n_new 。/wj ,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
265-1,炭疽病/n_disease 危害/vn 建议使用/n_new 肟菌戊唑醇/n_medicine 或/c 氟硅唑/n_medicine 或/c 苯甲丙环唑/n_medicine 防治/vn ,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
265-2,药害/n_new ，可/c 选用/v 碧护/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],[],['碧护']
265-3,考虑/n_new 是/vshi 根系吸收/n_new 不良/a ，生理性/n_new 黄化/n_new 干/v 尖/ng ，冲施/n_new 腐/vg 殖/w 酸/a 十枯草芽孢杆菌/n_disease 养根/n_new ，叶面喷施/n_new 氨基酸/n_medicine 十磷酸二氢钾/n_medicine 调节/n_new 。/wj ,[],['十枯草芽孢杆菌'],"['氨基酸', '十磷酸二氢钾']"
266-1,打/v 什幺/ry 药/n 了/ule 没有/v ？/ww 似/vg 用药不当/n_disease 。/wj ,[],['用药不当'],[]
266-2,疫病危害/n_disease ，建议选用/n_new 68·75%霜霉威/n_medicine 盐/n ·/w 氟/n 吡/w 菌胺/n_medicine 悬浮液/n_new 剂/ng 800倍/q 液/ng 、/wn 50%烯酰吗啉/n_medicine 可/v 湿性粉剂/n_medicine 1000倍/q 液/ng 等/udeng 喷施防治/n_new 。/wj ,[],['疫病危害'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
266-3,如果/c 大面积/d 发生/v 考虑/n_new 药害/n_new 导致/v 个别现象考虑/n_new 疫病危害/n_disease ,[],['疫病危害'],[]
267-1,炭疽病/n_disease ，用/p 苯醚甲环唑/n_medicine ，吡唑醚菌酯/n_medicine ，咪鲜胺/n_medicine ，溴菌腈/n_medicine 等/v 防治/vn 。/wj ,[],['炭疽病'],"['苯醚甲环唑', '吡唑醚菌酯', '咪鲜胺', '溴菌腈']"
267-2,炭疽病/n_disease 危害/vn ，建议选用/n_new 苯醚甲环唑/n_medicine 、/wn 溴菌腈/n_medicine 、/wn 咪鲜胺/n_medicine 、/wn 啶氧菌酯/n_medicine 等/udeng 喷施防治/n_new 。/wj ,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
267-3,炭疽病/n_disease ，用/v 咪鲜胺锰盐/n_medicine ，苯甲溴菌腈/n_medicine ，腐霉利/n_medicine ，炭疽/n_disease 福/n 美/ng ，溴菌腈/n_medicine ，啶氧菌酯/n_medicine ，吡唑醚菌酯/n_medicine 喷雾/n_new 防治/vn 。/wj ,[],"['炭疽病', '炭疽']","['咪鲜胺锰盐', '苯甲溴菌腈', '腐霉利', '溴菌腈', '啶氧菌酯', '吡唑醚菌酯']"
268-2,炭疽病/n_disease 危害/vn 建议使用/n_new 肟菌戊唑醇/n_medicine 或/c 氟硅唑/n_medicine 或/c 苯甲丙环唑/n_medicine 防治/vn ,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
268-3,炭疽病/n_disease 危害/vn ，建议选用/n_new 苯醚甲环唑/n_medicine 、/wn 溴菌腈/n_medicine 、/wn 咪鲜胺/n_medicine 、/wn 啶氧菌酯/n_medicine 等/udeng 喷施防治/n_new 。/wj ,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
269-1,图片显示/n_new 是/vshi 施药不当/n_disease 造成/v 的/ude1 药害/n_new 。/wj 可/v 选用/v 碧护/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],['施药不当'],['碧护']
269-2,用药不当/n_disease ，叶面喷施/n_new 碧护/n_medicine 或/c 芸苔素内酯/n_medicine 缓解/n_new 。/wj ,[],['用药不当'],"['碧护', '芸苔素内酯']"
269-3,考虑温度不适/n_new 或/c 药害/n_new 导致/v 叶面/n 可用/v 碧护/n_medicine +磷酸二氢钾/n_medicine 或/c 氨基酸叶面肥/n_medicine 调节/n_new ,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
270-1,用/v 吡唑醚菌酯/n_medicine ,[],[],['吡唑醚菌酯']
270-2,图/n 5显示/v 是/vshi 炭疽病/n_disease 危害/vn ，建议选用/n_new 苯醚甲环唑/n_medicine 、/wn 溴菌腈/n_medicine 、/wn 咪鲜胺/n_medicine 、/wn 啶氧菌酯/n_medicine 等/udeng 喷施防治/n_new 。/wj ,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
270-3,考虑/n_new 褐斑病/n_disease ,[],['褐斑病'],[]
271-1,炭疽病/n_disease ，用/v 咪鲜胺锰盐/n_medicine ，苯甲溴菌腈/n_medicine ，腐霉利/n_medicine ，炭疽/n_disease 福/n 美/ng ，溴菌腈/n_medicine ，啶氧菌酯/n_medicine ，吡唑醚菌酯/n_medicine 喷雾/n_new 防治/vn 。/wj ,[],"['炭疽病', '炭疽']","['咪鲜胺锰盐', '苯甲溴菌腈', '腐霉利', '溴菌腈', '啶氧菌酯', '吡唑醚菌酯']"
271-2,炭疽病/n_disease 危害/vn 建议使用/n_new 肟菌戊唑醇/n_medicine 或/c 氟硅唑/n_medicine 或/c 苯甲丙环唑/n_medicine 防治/vn ,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
271-3,炭疽病/n_disease 危害/vn ，建议选用/n_new 苯醚甲环唑/n_medicine 、/wn 溴菌腈/n_medicine 、/wn 咪鲜胺/n_medicine 、/wn 啶氧菌酯/n_medicine 等/udeng 喷施防治/n_new 。/wj ,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
272-1,药害/n_new 引起/v 喷/v 施芸/nr 苔/ng 素/ag 氨基酸/n_medicine 二氢/n 钾/n 缓解/n_new ,[],[],['氨基酸']
272-2,你好/n_new ，个别考虑/n_new 病毒病/n_disease ，防治/v 可用/a 氨基寡糖素/n_medicine ，盐酸吗啉胍/n_medicine ，宁南霉素/n_medicine ，松脂酸铜/n_medicine ，病毒/n A/rzv 加上/v 烯啶吡蚜酮/n_medicine ，钝化病毒/n_disease 病/n ，切断/v 传播途径/n_new 。/wj ,[],"['病毒病', '钝化病毒']","['氨基寡糖素', '盐酸吗啉胍', '宁南霉素', '松脂酸铜', '烯啶吡蚜酮']"
272-3,注意/v 药害/n_new ，可/v 叶面喷施/n_new 碧护/n_medicine ，磷酸二氢钾/n_medicine 调理/v ,[],[],"['碧护', '磷酸二氢钾']"
273-1,图/n 1显示/v 是/vshi 脐腐病/n_disease 危害/vn ，生理性/n_new 缺钙/n_disease 造成/v 的/ude1 。/wj 建议控制/n_new 氮/n 、/wn 钾肥/n_medicine 施用/v 量/n ，以防/v 影响钙/n_new 的/ude1 吸收/vn 与/cc 运转/vi 。/wj 喷施/n_new 糖醇钙/n_medicine 、/wn 氨基酸/n_medicine 钙/n 等/udeng 防治/vn 。/wj ,[],"['脐腐病', '缺钙']","['钾肥', '糖醇钙', '氨基酸']"
273-2,你好/n_new ，个别考虑/n_new 病毒病/n_disease ，防治/v 可用/a 氨基寡糖素/n_medicine ，盐酸吗啉胍/n_medicine ，宁南霉素/n_medicine ，松脂酸铜/n_medicine ，病毒/n A/rzv 加上/v 烯啶吡蚜酮/n_medicine ，钝化病毒/n_disease 病/n ，切断/v 传播途径/n_new 。/wj ,[],"['病毒病', '钝化病毒']","['氨基寡糖素', '盐酸吗啉胍', '宁南霉素', '松脂酸铜', '烯啶吡蚜酮']"
273-3,高温/n 日/ng 灼果/n_disease ，注意/v 磷钾肥/n_medicine 硼/n 肥/a 钙肥/n 补充/vn ,[],['灼果'],['磷钾肥']
274-1,图片显示/n_new 是/vshi 施药不当/n_disease 造成/v 的/ude1 药害/n_new 。/wj 可/v 选用/v 碧护/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],['施药不当'],['碧护']
274-2,你好/n_new ，注意/v 疫病/n_disease ，防治/v 可用/v 烯酰吗啉/n_medicine ，氟吗啉/n_medicine ，霜霉威盐酸盐/n_medicine ，霜脲锰锌/n_medicine ，甲/Mg 霜/n 锰锌/n_medicine ，增威/nr2 赢/v 绿/an ，银法利/nrf ，氰霜唑/n_medicine 防治/vn ,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
274-3,如果/c 大面积/d 发生/v ，考虑温度不适/n_new 或/c 药害/n_new 导致/v 个别现象考虑/n_new 疫病危害/n_disease 叶面/n 可用/v 碧护/n_medicine +银法利/nrf +磷酸二氢钾/n_medicine 或/c 氨基酸叶面肥/n_medicine 调节/n_new ,[],['疫病危害'],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
275-1,炭疽病/n_disease 危害/vn ，建议选用/n_new 苯醚甲环唑/n_medicine 、/wn 溴菌腈/n_medicine 、/wn 咪鲜胺/n_medicine 、/wn 啶氧菌酯/n_medicine 等/udeng 喷施防治/n_new 。/wj ,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
275-2,炭疽病/n_disease ，可用/v 甲/Mg 硫/n ·/w 异菌脲/n_medicine 、/wn 咪/ng 鲜/a ·/w 丙森锌/n_medicine 、/wn 腈菌唑/n_medicine 、/wn 肟/w 菌/n ·/w 戊唑醇/n_medicine 、/wn 唑/x 醚/n ·/w 代森联/n_medicine 、/wn 苯/n 甲/n ·/w 嘧菌酯/n_medicine 防治/v ,[],['炭疽病'],"['异菌脲', '丙森锌', '腈菌唑', '戊唑醇', '代森联', '嘧菌酯']"
275-3,回复/n_new 吕兰华/nr ：/wp 炭疽病/n_disease 侵染/n_new ，用/p 阿砣/n_medicine ，苯醚甲环唑/n_medicine ，咪鲜胺锰盐/n_medicine ，腐霉利/n_medicine ，氟硅唑/n_medicine ，啶氧菌酯/n_medicine ，苯甲溴菌腈/n_medicine ，吡唑嘧菌酯/n_medicine 等/udeng 药剂/n 交替使用/n_new 喷雾/n_new 防治/vn 。/wj ,[],['炭疽病'],"['阿砣', '苯醚甲环唑', '咪鲜胺锰盐', '腐霉利', '氟硅唑', '啶氧菌酯', '苯甲溴菌腈', '吡唑嘧菌酯']"
276-1,药害/n_new 等/udeng 生理性病害/n_disease ，叶面喷施/n_new 氨基酸/n_medicine 十芸苔素/n_medicine 或/c 碧护/n_medicine 缓解/n_new 。/wj ,[],['生理性病害'],"['氨基酸', '十芸苔素', '碧护']"
276-2,图片显示/n_new 是/vshi 高温灼伤/n_disease 或/c 药害/n_new 等/udeng 外力/n 损伤造成/n_new 的/ude1 ，不/d 是/vshi 病菌/n 性病/n 害/n 。/wj 可/v 选用/v 碧护/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],['高温灼伤'],['碧护']
276-3,多/ad 考虑/n_new ，天气变化/n_new 。/wj 温度/n_new 不适/a ，根系吸收/n_new 不良/a ，或者/c 用药/n_new ，导致/v 生理性/n_new 症状/n ，可用/v 生物菌肥/n_medicine 灌根/n_new 养根/n_new ，叶面/n 芸苔素内酯/n_medicine 喷雾/n_new 缓解/n_new ,[],[],"['生物菌肥', '芸苔素内酯']"
277-1,喷药/v 不当/a 药害/n_new 引起/v ，喷/v 施芸/nr 苔/ng 素/ag 氨基酸/n_medicine 二氢/n 钾/n ,[],[],['氨基酸']
277-2,冲施/n_new 腐/vg 殖/w 酸/a 平衡/a 水溶肥/n_medicine ，不/d 是/vshi 病害/n ,[],[],['水溶肥']
277-3,药剂/n 使用/v 不当/a 导致/v   叶面喷施/n_new 磷酸二氢钾/n_medicine 和/cc 芸苔素/n_medicine 缓解/n_new ,[],[],"['磷酸二氢钾', '芸苔素']"
278-1,炭疽病/n_disease 危害/vn ，建议选用/n_new 苯醚甲环唑/n_medicine 、/wn 溴菌腈/n_medicine 、/wn 咪鲜胺/n_medicine 、/wn 啶氧菌酯/n_medicine 等/udeng 喷施防治/n_new 。/wj ,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
278-2,炭疽病/n_disease ，用/p 苯醚甲环唑/n_medicine ，吡唑醚菌酯/n_medicine ，咪鲜胺/n_medicine ，溴菌腈/n_medicine 等/v 防治/vn 。/wj ,[],['炭疽病'],"['苯醚甲环唑', '吡唑醚菌酯', '咪鲜胺', '溴菌腈']"
278-3,炭疽病/n_disease 危害/vn 防治/vn ：/wp 可用/v 咪鲜胺锰盐/n_medicine 或/c 苯醚甲环唑/n_medicine 或/d 吡唑醚菌酯/n_medicine 或/c 苯甲嘧菌酯/n_medicine 等/udeng 药/n 喷雾/n_new 防治/v ！/wt 建议/n 用药/n_new ：/wp 用/v 咪鲜胺锰盐/n_medicine +苯醚甲环唑/n_medicine +磷酸二氢钾/n_medicine 一起/s 喷雾/n_new 防治/vn ，5到/v 7天/qt 一次/qv ，连续/a 两次/qv ！/wt ,[],['炭疽病'],"['咪鲜胺锰盐', '苯醚甲环唑', '吡唑醚菌酯', '苯甲嘧菌酯', '咪鲜胺锰盐', '苯醚甲环唑', '磷酸二氢钾']"
279-1,土壤湿度/n_new 太/d 大/a 欧/b 根/n 了/y ，根系吸收/n_new 不良/a 引起/v ，用/p 恶霉灵/n_medicine 枯草芽孢杆菌/n_disease 灌根/n_new ，喷/v 施芸/nr 苔/ng 素/ag 氨基酸/n_medicine 二氢/n 钾/n ,[],['枯草芽孢杆菌'],"['恶霉灵', '氨基酸']"
279-2,考虑温度不适/n_new 或/c 土壤盐渍化/n_disease 严重/a ，根系发育不良/n_disease 及/cc 缺素/n_disease 导致/v 症状/n 建议/n 用/v 腐植酸/n_medicine +甲霜恶霉灵/n_medicine +枯草芽孢杆菌/n_disease 灌根/n_new 改良土壤环境/n_new ，起/vf 到/v 养根/n_new 、/wn 护/v 根/n 、/wn 促进根系生长发育/n_new ，结合叶面/n_new 用/v 碧护/n_medicine +磷酸二氢钾/n_medicine +中/f 微量元素/nl 喷施/n_new 缓解/n_new 此/rzs 症状/n ,[],"['土壤盐渍化', '根系发育不良', '缺素', '枯草芽孢杆菌']","['腐植酸', '甲霜恶霉灵', '碧护', '磷酸二氢钾']"
279-3,主要/d 是/vshi 根系发育不良/n_disease 或/c 受/v 损伤造成/n_new 吸收能力/n_new 差/a ，弱/a 光/n 造成/v 光合/n_new 营养物质/n_new 供应不足/n_disease 。/wj 建议/n 喷施/n_new 海藻酸/n_medicine 或/c 甲壳素/n_medicine 等/udeng ，促根壮苗/n_new 。/wj ,[],"['根系发育不良', '供应不足']","['海藻酸', '甲壳素']"
280-1,温度/n_new 不适/a 喷药/v 不当/a 药害/n_new 引起/v ，喷/v 施芸/nr 苔/ng 素/ag 氨基酸/n_medicine 二氢/n 钾/n 缓解/n_new ,[],[],['氨基酸']
280-2,如果/c 大面积/d 发生/v ，考虑/n_new 药害/n_new 导致/v 叶面/n 可用/v 碧护/n_medicine +磷酸二氢钾/n_medicine 或/c 氨基酸叶面肥/n_medicine 调节/n_new ,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
280-3,茶黄螨/n_disease ,[],['茶黄螨'],[]
281-1,可以/n_new 喷施防治/n_new 菜青虫/n_disease 、/wn 蓟马/n_disease 、/wn 红蜘蛛/n_disease 等/udeng 。/wj ,[],"['菜青虫', '蓟马', '红蜘蛛']",[]
281-2,可以/n_new ，防治/v 自/p 粉虱/n_disease 青/a 虫/n ，蓟马/n_disease ，红蜘蛛/n_disease ,[],"['粉虱', '蓟马', '红蜘蛛']",[]
282-1,炭疽病/n_disease 危害/vn 建议使用/n_new 肟菌戊唑醇/n_medicine 或/c 氟硅唑/n_medicine 或/c 苯甲丙环唑/n_medicine 防治/vn ,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
282-2,你好/n_new ，考虑/n_new 蔓枯病/n_disease ，防治/v 可用/v 戊唑醇/n_medicine ，氢/n 霜/n 唑/x ，己/rr 睉/w 醇/ag ，氟硅/n_medicine 睉/w ，氟/n 环/n 睉/w ，苯醚甲环唑/n_medicine ，肟菌酯/n_medicine 戊唑醇/n_medicine ，露娜森/nrf ，苯甲丙环唑/n_medicine ，苯甲嘧菌酯/n_medicine ，吡唑醚菌酯/n_medicine 防治/v 。/wj ,[],['蔓枯病'],"['戊唑醇', '氟硅', '苯醚甲环唑', '肟菌酯', '戊唑醇', '苯甲丙环唑', '苯甲嘧菌酯', '吡唑醚菌酯']"
282-3,注意/v 疫病/n_disease 用/v 烯酰吗啉/n_medicine 霜霉威/n_medicine 防治/v ,[],['疫病'],"['烯酰吗啉', '霜霉威']"
283-1,炭疽病/n_disease ，用/v 咪鲜胺锰盐/n_medicine ，苯甲溴菌腈/n_medicine ，腐霉利/n_medicine ，炭疽/n_disease 福/n 美/ng ，溴菌腈/n_medicine ，啶氧菌酯/n_medicine ，吡唑醚菌酯/n_medicine 喷雾/n_new 防治/vn 。/wj ,[],"['炭疽病', '炭疽']","['咪鲜胺锰盐', '苯甲溴菌腈', '腐霉利', '溴菌腈', '啶氧菌酯', '吡唑醚菌酯']"
283-2,炭疽病/n_disease ，用/p 苯醚甲环唑/n_medicine ，吡唑醚菌酯/n_medicine ，咪鲜胺/n_medicine ，溴菌腈/n_medicine 等/v 防治/vn 。/wj ,[],['炭疽病'],"['苯醚甲环唑', '吡唑醚菌酯', '咪鲜胺', '溴菌腈']"
283-3,炭疽病/n_disease ；/wf 防治方法/n_new ：/wp 用/v 溴菌腈/n_medicine ，咪鲜胺/n_medicine ，氟环唑/n_medicine ，四氟醚唑/n_medicine ，啶氧菌酯/n_medicine ，苯/n 甲/n ·/w 溴菌腈/n_medicine ，苯醚甲环唑/n_medicine ，醚菌酯/n_medicine ，苯/n 甲/n ·/w 醚菌酯/n_medicine 防治/v ,[],['炭疽病'],"['溴菌腈', '咪鲜胺', '氟环唑', '四氟醚唑', '啶氧菌酯', '溴菌腈', '苯醚甲环唑', '醚菌酯', '醚菌酯']"
284-1,炭疽病/n_disease ，苯醚甲环唑/n_medicine ，呲/v 唑醚菌酯/n_medicine ，咪鲜胺/n_medicine ,[],['炭疽病'],"['苯醚甲环唑', '唑醚菌酯', '咪鲜胺']"
284-2,炭疽病/n_disease ，可用/v 甲/Mg 硫/n ·/w 异菌脲/n_medicine 、/wn 咪/ng 鲜/a ·/w 丙森锌/n_medicine 、/wn 腈菌唑/n_medicine 、/wn 肟/w 菌/n ·/w 戊唑醇/n_medicine 、/wn 唑/x 醚/n ·/w 代森联/n_medicine 、/wn 苯/n 甲/n ·/w 嘧菌酯/n_medicine 防治/v ,[],['炭疽病'],"['异菌脲', '丙森锌', '腈菌唑', '戊唑醇', '代森联', '嘧菌酯']"
284-3,疫病危害/n_disease ，建议选用/n_new 68·75%霜霉威/n_medicine 盐/n ·/w 氟/n 吡/w 菌胺/n_medicine 悬浮液/n_new 剂/ng 800倍/q 液/ng 、/wn 50%烯酰吗啉/n_medicine 可/v 湿性粉剂/n_medicine 1000倍/q 液/ng 等/udeng 喷施防治/n_new 。/wj ,[],['疫病危害'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
285-1,炭疽病/n_disease 危害/vn 建议使用/n_new 肟菌戊唑醇/n_medicine 或/c 氟硅唑/n_medicine 或/c 苯甲丙环唑/n_medicine 防治/vn ,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
285-2,你好/n_new ，注意/v 炭疽病/n_disease ，防治/v 可用/a ，  42·8%氟菌/n_disease 肟菌酯/n_medicine 1500倍/q 液/ng   10%苯醚甲环唑/n_medicine 1500倍/q 液/ng   25%吡唑醚菌酯/n_medicine 1500倍/q 液/ng   75%肟菌戊唑醇/n_medicine 4000//w 6000倍/q 液/ng   45%咪鲜胺/n_medicine 750//w 1000倍/q 液/ng   22·5%啶氧菌酯/n_medicine ，也/d 可以/n_new 用/v 咪鲜胺/n_medicine 丙森锌/n_medicine ，咪鲜胺/n_medicine 异菌脲/n_medicine ，吡唑醚菌酯/n_medicine 。/wj 结合/v 二氢/n 钾/n 或者/c 氨基酸叶面肥/n_medicine 交替用药/n_new ,[],"['炭疽病', '氟菌']","['肟菌酯', '苯醚甲环唑', '吡唑醚菌酯', '肟菌戊唑醇', '咪鲜胺', '啶氧菌酯', '咪鲜胺', '丙森锌', '咪鲜胺', '异菌脲', '吡唑醚菌酯', '氨基酸叶面肥']"
285-3,炭疽病/n_disease 危害/vn ，建议选用/n_new 苯醚甲环唑/n_medicine 、/wn 溴菌腈/n_medicine 、/wn 咪鲜胺/n_medicine 、/wn 啶氧菌酯/n_medicine 等/udeng 喷施防治/n_new 。/wj ,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
286-1,炭疽病/n_disease 及/cc 疫病危害/n_disease 使用/v 肟菌戊唑醇/n_medicine +银/ng 法利/nrf 防治/v ,[],"['炭疽病', '疫病危害']",['肟菌戊唑醇']
286-2,炭疽病/n_disease 危害/vn ，建议选用/n_new 苯醚甲环唑/n_medicine 、/wn 溴菌腈/n_medicine 、/wn 咪鲜胺/n_medicine 、/wn 啶氧菌酯/n_medicine 等/udeng 喷施防治/n_new 。/wj ,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
286-3,疫病/n_disease ，用/v 甲霜灵/n_medicine 锰锌/n_medicine ，烯酰吗啉/n_medicine ，霜霉威盐酸盐/n_medicine ，克露/n_medicine ，霜疫清/n_medicine 等/udeng 防治/vn 。/wj ,[],['疫病'],"['甲霜灵', '锰锌', '烯酰吗啉', '霜霉威盐酸盐', '克露', '霜疫清']"
287-1,炭疽病/n_disease 危害/vn ，选用/v 苯醚甲环唑/n_medicine 、/wn 溴菌腈/n_medicine 、/wn 咪鲜胺/n_medicine 、/wn 啶氧菌酯/n_medicine 等/udeng 喷施防治/n_new 。/wj ,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
287-2,炭疽病/n_disease 危害/vn 建议使用/n_new 肟菌戊唑醇/n_medicine 或/c 氟硅唑/n_medicine 或/c 苯甲丙环唑/n_medicine 防治/vn ,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
287-3,你好/n_new ，注意/v 炭疽病/n_disease ，防治/v 可用/a ，  42·8%氟菌/n_disease 肟菌酯/n_medicine 1500倍/q 液/ng   10%苯醚甲环唑/n_medicine 1500倍/q 液/ng   25%吡唑醚菌酯/n_medicine 1500倍/q 液/ng   75%肟菌戊唑醇/n_medicine 4000//w 6000倍/q 液/ng   45%咪鲜胺/n_medicine 750//w 1000倍/q 液/ng   22·5%啶氧菌酯/n_medicine ，也/d 可以/n_new 用/v 咪鲜胺/n_medicine 丙森锌/n_medicine ，咪鲜胺/n_medicine 异菌脲/n_medicine ，吡唑醚菌酯/n_medicine 。/wj 结合/v 二氢/n 钾/n 或者/c 氨基酸叶面肥/n_medicine 交替用药/n_new ,[],"['炭疽病', '氟菌']","['肟菌酯', '苯醚甲环唑', '吡唑醚菌酯', '肟菌戊唑醇', '咪鲜胺', '啶氧菌酯', '咪鲜胺', '丙森锌', '咪鲜胺', '异菌脲', '吡唑醚菌酯', '氨基酸叶面肥']"
288-1,疫病危害/n_disease ，建议选用/n_new 68·75%霜霉威/n_medicine 盐/n ·/w 氟/n 吡/w 菌胺/n_medicine 悬浮液/n_new 剂/ng 800倍/q 液/ng 、/wn 50%烯酰吗啉/n_medicine 可/v 湿性粉剂/n_medicine 1000倍/q 液/ng 等/udeng 喷施防治/n_new 。/wj ,[],['疫病危害'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
288-2,如果/c 大面积/d 发生/v 考虑/n_new 药害/n_new 导致/v 个别现象考虑/n_new 疫病危害/n_disease ,[],['疫病危害'],[]
